vin,sellingprice
19uua9f55ca002462,20233.663197488913
1ftne24w67da44976,3059.6835227596985
jn1cv6el0am150112,17187.625538225115
1fahp3n26cl476501,9575.111093354157
jn8af5mv5dt210835,16382.850923357459
1gnsckkc8fr205029,51154.64174223698
wddgf56x08f039121,11379.026999891039
3n1cn7ap6dl876005,8652.147408159146
1n4aa5ap3cc815652,15822.132185203496
3fadp4ej1dm227597,10724.778833765688
2t3bf4dv7bw172688,13397.389059255851
1g11h5sa9df251711,13210.099977594822
3lnhl2jc4ar615582,11569.798893017056
4t1bf32k33u562748,2072.165298206197
1d7hu18d75s323919,8629.593250730853
1b3cc4fb9an189063,6022.420769463609
1gndt13s662358557,3246.4079664786204
wddgf4hb5cr239429,20380.98680500242
km8jt3ab7cu401390,10330.932003350374
1gkev23768j263857,11474.297881352031
jthbf5c24c5176380,22455.695080779344
1hgcg165x2a027836,2765.703598964852
kmhd35le6du156678,14977.508120649707
wbavm1c51dvw41350,30708.34583864103
1c4rjeag7ec144910,24445.951606153496
2d4rn4de8ar496990,6644.666820646298
4t1bf1fk7cu098636,13501.685537933172
wauaf78e26a046795,2421.8543110292812
1gkdt13s122106237,1428.1730275006157
1n4ba41e66c829787,4564.183779260906
4t3zk3bb8au024609,16113.117554313554
1fm5k8d83dgb86317,27225.61647928101
1n6ad0ev4ac404087,16451.69706477956
2c3ccabg4eh261658,22893.76522971326
1fafp552x3a196871,507.3178357573888
1gnscbkcxfr160773,41655.912526473185
kmhct5ae1du137471,10801.889052875715
2hges16543h601504,2106.391121006849
wba3b5g51fns15840,38431.63017278069
3c4pdddg8dt615227,13667.767970326795
jthce1blxd5001563,32332.97968332732
1j8gl58k85w613103,2083.784632554163
3fahp0gaxcr304900,9025.39336460345
1ftnf1cf0ekd48113,18477.750097690114
1fahp2f83eg183230,18920.20562767657
1g1jc6shxd4189457,8051.837092692574
1fmzu73k53uc18137,1608.1565273530705
1fmcu0h92dud56139,17348.719053404493
jm3ke2cy8f0434836,18898.996763713814
1g1zf57579f254408,7034.939165642146
jthbk262982063524,12054.632171342928
3n1bc1cp1al391729,3143.442012708596
4t1be46k47u032443,7611.124347677017
jn1cv6ap9dm713252,21729.48839565688
jtlkt334264049092,2283.1266521474936
4jgdf7ce4da223492,36771.52923611449
wp0ab2a90ds123041,88929.51439144461
2g1wf5e37d1220344,8456.810197692736
1c3cdfbaxdd268356,12490.361583411754
1j4rr4gg4bc555195,16805.196776141907
1gyek63n92r200314,1873.3256128128141
5j6rm4h55cl021118,16685.510996746245
jm1bl1uf3b1390089,7039.083062885394
1nxbu4ee9az306581,9314.579374344623
3ln6l2gk8er825498,30069.541884815448
kmhcn46cx9u341270,2502.621959322947
1fmjk1h5xbef34161,28070.344860579025
jm1gj1v66e1162487,17901.656210564528
1fafp55s53g166741,2401.953087540698
jhlre4h47bc035761,14853.525510932994
1hgcg56702a023996,2844.5376919593273
3vwrt71k66m746558,3849.000058677899
5tfdw5f17cx249548,26896.52137150849
2c4rdgcg8er253237,16806.246212774404
19uua56883a074677,2572.9244624316634
2lmdu68cx8bj05646,14615.607122391191
5n1ar18u67c626356,5053.230490584188
1ftne2ew8eda20173,21735.665154266724
1fahp3gn9bw184524,6752.154472258224
19xfb2f5xee243381,9454.594645694422
1gtw7fca5e1905770,21039.48239672472
1zvht85h455209305,11070.40162490858
1fafp55u11a128859,1005.1528377225131
jthbe1bl6d5001460,30142.3299620111
jm3er2bm7b0405127,14276.08517819642
2c3cdxct1eh315591,24037.578298633096
5xxgn4a7xcg039135,14025.5537819966
1g2zg57bx94117540,3292.033057735638
3n1ab6ap9al644813,6879.578039778286
jtjbt20x930014425,12796.736597124302
1g6dt57v780164982,11897.863166717772
2fmdk3kc4eba30799,21843.55816885792
2c4rdgbg9dr616368,9198.264185874308
1ft8w3bt5cea27096,32020.461786406362
jthbe96s070016618,14026.528815914493
jtmbk33v085063691,10357.406937290974
3lnhm28t28r660744,6019.885126878945
jtmbd31v275093545,9291.945161929245
1gtek19z26z254627,9107.603255725786
jtebu5jr0a5028050,22027.30155916788
4t1be46k07u044069,5412.424470781759
5xxgm4a7xeg282238,13942.704885671925
5npdh4ae4eh505402,12988.755890660645
wdbrf40j63f382931,2988.5059986788947
5tfhy5f11dx308848,38372.611522821186
1n4aa5ap9bc866393,14198.970375086681
1j4gz78yxwc163618,656.6308102868097
2t3bf4dv6bw173640,15708.809779173607
1n4al3ap6dn429862,14453.914754332749
1c3cdzab4cn136021,9817.795269065566
1fmcu0dg1ckc48030,9995.400501671884
jn8ae2kp0d9068333,14944.483063997992
1mefm50ux2g620409,796.958451863633
1fmyu031x5ka88199,2728.60021374825
5npet46c59h535167,4868.455172096377
jn8cs1mw4dm173129,33316.88304386531
1fmcu0gx4eub81474,17171.519807095923
jtdkn3du5d1615796,14183.877045508563
1fm5k8d89dga37233,25841.361503208973
1ftpx14555na08675,4760.292928290553
1fmhk8d85cga18738,20611.742591548144
wddng71x07a121188,14552.25062742111
1b3hb48b37d201969,4115.194950568697
2hgfa16519h369184,5192.513392588129
1gys4kef6br346956,40325.064378761876
1b3cb4ha4ad603024,5968.461426779135
2fmza52256ba56681,3601.6694410311866
1n4aa5ap8ec486577,13568.274410015436
2g1wg5e33d1191129,9362.971479978929
2fmdk4jc7dbb48738,22146.232061984254
jn8az1mw3bw182053,17640.960357755648
knafk4a67e5154467,11273.614775799413
wddgf4hb8ea930911,24373.308767182898
19uua8f20ca020058,18992.922804720823
jn8as5mv1cw705624,16839.53997044919
1g1jc6sg3d4231703,8830.464240959656
knaft4a25a5242857,5477.706007722629
wdbtk76g84t024831,2764.8715191085175
wba3a5c55cf345182,26055.837669642246
1c4bjweg5dl655483,28540.438646675484
1gcec29029z162071,15222.307188184008
1c4pjmak6cw120986,10470.032898764282
1fmpu15576lb00788,4321.537503498375
2gnfleek5c6358786,14333.210200652005
2c4rc1cg3er180357,22865.20535516077
2b3ka43r58h326800,1922.226726353727
1g2zg558964261180,2645.7370963168432
wmwmf73518tt88928,7749.020011468639
kmhhn65f76u206174,3945.8891291476284
2d4gv58205h591407,4213.282912105573
1n4al11d96n405049,3604.2795427757883
jf1znaa18d2731233,18261.726280259405
2hgfg1b99ah500776,10550.681388042762
2t2bk1ba3cc153153,28350.29566156226
1ftne2ewxeda19977,20925.358638963007
jn8az1mw8dw313688,15540.961659894594
1gbhg39c591143468,1328.58627429825
wmeej3ba0ck553414,5575.6711741981335
5j6yh18798l015149,8076.020123515928
2d4rn5dg4br721026,8256.337391387893
1j4gx48s24c385874,6044.5073798483145
wbapt735x8cx00895,10009.93051296574
1fbss31l53ha60766,6802.173998152352
2fmhk6c85dbd11442,17134.264470560294
5tftx4gn8dx024805,10474.532077853144
wauhfaflxcn010306,21520.825492936463
kmhgc4dd2du221586,17417.734955500287
2c3ja53g25h678246,2860.5148411238624
1ftyr14u0wta78359,2236.739487907311
jn1cv6ekxdm923406,26265.69158607316
2fmdk4kc4cba79827,22966.937897340566
1yvhp81a695m35040,6649.337677523858
salmf13496a235125,16222.76370241098
kmhfh4jgxda233076,17139.63700796104
3fa6p0k99er301400,16462.65913477717
2gnaldek6c1277684,12589.56477035099
4jgcb65e67a056765,7513.899852061763
5j6rm4h33dl071421,17206.36383028678
4a32b3ff9ce023054,9083.553851268296
1gcrkpea0cz276898,9745.368959540443
2a4gp54lx6r781680,2458.9131453363534
5fnrl5h60cb073055,17529.841737677347
1fm5k8d88ega09800,27207.861714886723
1gtw7fca0e1906082,21021.42130976422
1gkek63ux4j159713,5559.372259671937
ja3au86u78u008441,3965.531413505885
1g8al55f66z160145,1290.6389275607653
wbaet37465nj89798,9459.661544396396
1g1ak15f177200574,4972.245251383783
1n4al3apxdn440136,14813.50387561384
3d7mx48c36g247655,6190.38895873859
jthkd5bh7c2055355,17724.65002431797
1fm5k8f85fga04570,30356.226227026615
wdbsk75f43f060145,15084.395739936075
1n4aa5ap8ac816289,10147.932858553126
2fmdk4kcxdbb95356,18013.888819809115
5yfbu4ee5dp087012,10428.026715853875
2g4ws52j131114990,1027.9767624196375
1c4rjfcg7cc103273,19678.017249813518
jthbf5c29d5187781,26533.356797908727
2t1bu4ee8cc800628,9843.747968680798
2c4rdgeg2er179133,18967.13991926587
jn8as5mtxew603465,12428.793552145968
5j6re4h71bl067297,17598.324716590985
3fahp0ha3cr291860,9676.743777506035
4jgbf7be5ca781293,26415.94729269889
3g5da03l07s562513,4584.695319612749
1n4bl11d96c251104,4986.745659790811
jthbf5c25c2102810,22633.842254463612
jm1cw2bl8d0149065,12148.415444231774
3tmlu4en7em150625,29530.71378655079
3vwsf71k36m629545,3427.2984065594374
wbafu7c58cdu58748,26954.634893306393
3vwbx7aj5bm108602,9426.267196360448
5npdh4ae0fh571222,10306.603183569563
1n4al3ap8en260008,16804.951069252696
1g6ky54911u182876,627.2882181253462
1n4aa5apxbc856004,18704.55924199888
1fafp56u67a191527,2181.016133119987
jthch96s260017537,14938.578725447162
4t1bf32k43u557395,2426.1059799170343
3fa6p0lu8er308079,18672.805692273112
1n4al2apxcn413527,13422.959498705282
jn8cs1mw3dm173915,27617.80230110921
1ftne2ew4dda54948,18520.43165152039
1ftpw14584ka09953,6808.739546888788
1g1zd5e0xcf385031,10490.304665722313
wbafr7c54cc810649,28432.664629741685
1hgcp2f67ca142264,13127.065788267557
1j4rr5gt4bc603765,21567.206061619643
jtjbt20x350075451,11438.015400693123
1c4njrfb3fd249037,19555.60828883855
1yvhp80c385m20285,3956.3235758427145
4m2cn8b77akj08834,7664.932613213178
1hgcp2f32ca079306,12664.412557280844
jthcf5c24b5051415,20239.259689110306
1vwbp7a31dc109607,13606.348727336093
1gnkvgkd4dj194946,19649.167824378696
5fnrl5h43cb013351,17541.95589108883
3fa6p0h94er382314,16331.368294903554
3vwsb69m92m095277,1866.607537274489
1ftkr1ad0bpb02706,8311.667060707143
1hgcp2f68ca145092,13365.919316309328
wbagl63413dp61945,1752.3659171273848
1g11b5sa3df131680,10912.631130176043
1n4al2ap4bc140482,7610.583166571719
1b3el46x14n308491,2189.8587908103364
1n4al11d56n333816,5819.820632055496
wbskg9c55ce797894,40824.62664953012
1n4al3ap7dc912532,13409.003902470733
3gkfk16r1xg529905,1128.8440436701003
wbaxg5c59cdx03671,30758.249026601545
4n2zn16t42d808408,1008.3275679960698
1fmju2a59eef40614,32585.261075276154
3c4pddbg0et211908,15982.017812168233
2t3df4dvxcw191648,19840.909406229413
1ftne24213ha50152,1602.8374779871974
1n4aa5ap5dc830123,20648.06065545432
5gten13e588114084,12397.869234618924
19xfb2f92ce015858,12861.179713488438
3fa6p0h71er243840,15417.097129322223
1g6dm577040113901,3317.076636874215
1c4hjwfg8dl664400,30232.293013133956
1j4fa39s76p781106,13591.278626038578
1fmzu73k05uc04214,3166.80864596826
jm1cw2dlxc0141481,16244.17989702456
2hnyd18814h548804,8448.806694032388
jthcf5c22c5057540,21963.161982364727
1c3cdzab6dn607023,9358.378569315464
1gcskse38az100409,18324.378284510378
2t2zk1ba3dc124462,31805.800003920864
1n4al3ap8fn311380,11724.069806655447
jtjht00w923521747,8031.309395973574
1n4al2ap8bc148553,10716.66345461474
3fa6p0luxer308326,17146.739615584986
1g6ds5e33c0100614,15938.524717228574
6g2er57788l127964,7537.642157472935
kmhec4a43da066396,12690.438543943133
1fmcu9d79ckb22440,12281.891899785072
1ftew1cm0ekd93017,26135.1524660297
2t2bk1ba7cc145833,27483.828805320132
5uxwx5c57blw13582,26182.997454624347
1gnec13t24j223706,10265.2183604067
1c4gp64l9yb658059,1.6833547734695458
2c3cdyag7dh604131,17687.16769926178
1c3bcbfg8cn279810,16200.114633043182
wba3a5c55ep601379,34164.29177818171
5tdba23c64s003155,2319.332459633637
knafx4a62e5097239,11174.398704661065
wbabd534x6pl17693,6241.225235107547
wbawb73547p021677,9769.846825213992
3fahp0hg7cr419926,10532.611888878502
4t1bf1fkxeu419703,17270.983867245348
1vwah7a32dc088713,13208.676943959596
wddgf4hb4cr216756,22004.06301206263
jthbn36fx55021972,10341.164135273797
wddgj4hb4cf802891,22899.046565318626
5fnyf3h55db017208,25650.901027289347
3vwrm71kx8m180209,3505.831420408864
5fnyf4h73cb048964,23524.73942299244
1a8hx58p77f544718,6924.840641080112
1n4bu31d9sc101562,607.8314254064844
3d4pg5fv0at150580,5797.280701201271
1fm5k7b89dga29971,19889.3762399674
1fm5k8d85dgb79417,17436.235501025596
2c4rdgbg9cr146454,5067.4250445126745
jtdkdtb36e1574688,16198.714983849084
5npeb4acxch416211,10691.526031045174
1ftne24w04ha63334,1889.663129446566
1fahp32n49w170273,3810.354136837055
knadm4a36e6394885,11637.519406896528
yv4940dl1e2516909,28009.276948078543
wbadm6344ygu28113,706.606997601124
5xyktca62fg600638,21168.326717139218
2c4rdgbgxdr656040,13720.238458383128
1zvbp8em3e5231769,13922.77957282877
5npeb4ac1dh747390,12568.922685648547
sajwa71b06sg49749,5028.768794533375
2c3ccaagxeh232618,18866.56480488669
2g1wf52e749274511,826.6665431046968
1hgcs1b87ca014624,12588.898939591729
5tdzk3eh7as019760,15287.645965806088
1c3ccbbb1dn545698,9260.286392497572
1gdgg31v061903480,1942.0476341850463
jh4cu2f40cc013422,17554.97210362825
1j8gr48k89c543652,13595.716291448041
1gcdt136758206181,6481.176197185122
1g6kd54y35u238468,797.6147893353391
yv1mh682452064955,1616.3226664553276
wa1wkafp8ca038020,23955.876366244724
5xykt3a69cg300963,13518.39649118902
2c3ja53g65h530438,2934.4470582385766
jteht05j732043105,8763.865735324449
waujf78kx9n051245,12620.16168891857
wddgf8ab3da803774,25897.914752026365
1fadp3e29dl186382,10806.916250123653
jm1bl1ug8b1901479,9904.032658860042
1g1jc5sh9c4159245,6255.95364140256
1ftfw1ct8ekd55644,35490.417728771674
jtebu11f98k007353,15045.773504846657
2g1fc3d31c9118200,19207.9738291791
1ftpw14524kd61376,10212.74911128237
jn8ar07s4xw366220,2887.8358010860593
jhmfa16886s002021,5277.395010360382
1fmfk20557la13598,9340.047011900951
jtkjf5c73c3031845,12016.658145461417
1fmdu73w12uc78556,1459.127246969554
jthbe262062004334,12178.476648563366
1hgcp2f69ca058253,11823.612861503578
1c4rjfag6cc226470,24057.069267777544
1n4dl01axyc220729,976.5288647582147
1n4al3ap9ec420585,15768.62772109252
2t1bu4eexdc088902,12464.680810932086
2hgfa55587h701059,5181.444252469255
3n1ab7ap6el622733,8609.342356103312
4a32b2ff9ce012307,5892.244264991121
1n4al3ap4dc171921,12798.259133881687
3fahp0ja9cr292361,11178.820352767325
wauvt68e03a289215,2232.4112824570475
1ftfw1et2dfb12240,32507.68366453587
jhmgd38617s046608,4670.2782653449485
1g1am15b567709265,6072.931599155611
waubfafl6an051406,17393.17131163734
2g1wg5ek0b1132088,6662.6588577487255
jm1de1ky4c0152251,5531.748465524527
3fa6p0lu9er308365,18691.355929831094
2g1wt58k489220398,8729.71676717566
jn1cv6ar3cm970942,17620.79032332791
3gtp2ve73dg327408,27310.519117040087
5npdh4ae3dh364031,11344.475949797798
1fmcu9c74ckb32584,6689.881131867588
5n1ar2mm7ec632479,25596.283822559533
wbana53524b848816,4608.603233313088
kmhdh4ae0du591078,14276.35944616011
jn8dr09y53w837283,4669.837617802279
2g1wf52e049343300,900.2570097133976
1n4al3ap2dn518991,13370.40189050282
2fmdk3kc0eba39029,21934.91647112042
4a4ar5auxde025109,15630.734931673624
4jgbf71e07a277435,13021.998006896241
1c4rjfjt0ec161941,40306.819242204205
kndmg4c73e6543215,14483.736359214467
4tawn72n1wz067204,2906.4936012488015
4t1ca38p94u023493,2352.674098992089
wbawc73549e068865,15808.780691701993
4t1bd1fk6cu030673,14819.585328019204
2g1wc57m391241018,7290.887318154055
sajea51c64wd55397,2778.730861539678
kmhgc4dd7cu178426,15962.240543400188
2fmdk4jc9cba76004,20123.756618305248
2c4rdgeg7er431698,18932.333552083903
1j4gl48kx3w625200,2592.536535495241
1j4hr58215c694872,6005.132630126187
1fmeu63e58ua62563,7801.268565473368
2b4fp25b6yr855053,1931.3633194750382
5fnrl38727b424521,8670.529063781814
1g6ab5r33d0144028,20741.404625718504
1d7ha16k68j184239,9067.957725872555
1g1ak52f957602626,2904.9269952800187
1d8gt58648w218755,14612.52405574945
1g11c5sl9ef189907,16430.27977295039
5fnyf3h55cb025307,23197.665111612576
1j4gw48n24c120773,4937.984940594477
2b3ka53h37h686434,9910.498431159349
19uua5659xa002897,1637.1334139382689
jt2bk12u920040680,2867.14107388137
1g4hd57237u173862,6186.087539896981
2c3ccagt2dh683335,21112.815167688175
5npdh4aexdh321788,12036.009239781286
jn1cv6ar3cm977843,19775.5737297785
3fahp08z47r131014,1769.0262363106795
wauffafl1ba096599,21773.72472505741
1g1pf5scxc7224267,7601.594230580559
2hnyd18954h519301,2232.9880420505924
1fadp3f26el185674,9353.37224742432
1n4al2ap0bn461388,7594.631943209568
jn1cv6ap2cm622967,18996.886934559712
wmwrf33517tg17673,7180.127050833575
1ftsx21p55ea51757,6370.959231162523
1ftex1cmxdfa39798,16153.303585209687
1j4gs48k86c217044,4951.188337964952
1gnec13v33j181353,6489.984382883819
3fahp0ha2cr398852,8641.394695059957
3fa6p0h90dr152655,13885.509853668476
1ftww31p76ed61744,6659.778497250642
1n4al3ap7dc906455,13209.966373608957
jthbk1eg6c2497691,22940.04524902784
wbaam3333xkc58754,1018.9383748423825
5xxgm4a73dg182609,12493.113291007297
3fa6p0h77dr147953,16383.41811866433
jthcf5c28b5050719,22441.37711978155
1fm5k7f85dgb32072,25074.610811942395
2a4rr5d1xar346670,8867.222659467898
5tfnx4cn1bx002480,7109.766216291044
1fm5k8d87egc50750,25041.400810886284
1fmju1h55cef02858,21140.038499553455
1n4al3ap1ec157167,13554.508247932208
3gtp1ve02cg224288,24389.224796456077
3fa6p0k91dr147926,19843.03645771038
3ln6l2gk2er828137,22425.94233437001
wdbuf26j35a689186,7550.592250207894
jn8az1mw3bw181730,16308.6933728073
5gakraed4cj154842,20348.96631901895
4s4brbcc7e3258193,23925.772637921124
1c3cdfaa0dd346418,11070.76996658787
2a4gm68476r693509,268.4659640391019
5npec4abxch410087,14736.841562716398
2ftrx17w24ca01622,1499.1797848943825
1g1pc5sb5e7388352,11969.046479833976
kmhcn4ac4bu605337,5951.041514180617
wddgj4hb2df946456,23269.24870348315
2g4ws52j621182099,2893.4257607065265
4t4bf3ek2ar068282,7241.564978420562
3gnfc16008g200289,9987.811696195113
1g1pf5sc9c7123141,8592.440047132146
1gc4k1c84bf188198,36286.067740143546
1fmhk8d88cgb04044,24486.522872566362
1fmdu63x6yza35758,352.4407683786176
1gchg35u841130250,3954.463389421635
4t1bf1fk3eu420353,16302.050555134516
kmhdu4ad1au120345,3190.7220629835065
wauhfafl9en007707,25213.718737112184
1g1je5sbxe4177567,12598.791521765312
1c4njcbb6cd626250,11565.636396072945
1n4al3ap0dn488504,11578.238285929488
1n6af0ly3en104106,21783.067052970753
ja4ad3a3xez019526,19567.515331613144
1nxbr32ex6z726342,3859.5985635969882
1ftfw1et8eke40626,26328.093543275438
3ln6l2j97dr825772,24031.892239812558
jtjhy7ax4a4043487,38073.687287861925
2c3cdxbg5ch296724,15087.706916195457
kmhdu46d98u345129,5891.854850763647
kmhcn36c47u039206,2556.659257845158
1n6bd0ct0ac446701,13989.546077144129
1j8ff47w47d278969,8015.883769652488
2gnflnek9d6213977,18522.46535745713
1n4al2ap6cc173940,12041.325170906282
wvgav7ax5cw557624,15128.727573670665
wddgf8bb9br151093,19049.628022643024
2t1burhe2ec145197,13563.092098996249
5uxzv8c55cl425052,37175.85581076633
4f2cz94103km07125,4040.6757777096245
1gndv23148d201589,3266.91092869161
3n1ab6ap8cl743710,10546.708327117354
2d4gp44l56r836085,4544.122057090954
zfbcfach7ez005432,11417.774074792951
1g11c5sa4df210174,13964.278082841383
wbsde93493cf92356,7233.190077271315
jtezu17r640020809,5738.317029595931
1d7hu18n05j577776,8966.301309872437
5uxzv8c50cl423449,30032.98606017637
1fmcu0g94dua54773,12952.807989340428
wbavm1c56dvl64436,30180.231046438086
jnrar07y2xw068040,1139.9667797843085
3gnfk16zx4g256638,7558.268694842111
1gks2ke71er202972,34213.04237273644
1n4aa5ap5bc818356,14379.847238037422
1g2za5e02a4162107,6973.655188414585
wddsj4eb8en039927,29083.98836254459
wbafr9c57bde82246,22185.51235769954
1g1zc5eu6cf168226,7851.194005782052
3fahp07127r135669,6358.155827249532
jn8af5mr0dt206355,14413.38815978448
2gnflgek4d6317613,16331.064622252059
1ftyr14u47pa62983,3984.399980269185
3fahp07167r268242,2841.7264472677944
3fahp0ja6br323614,9328.043836226796
3c4pdcab5dt722691,12810.836681147157
2c3ka53g36h259442,4505.932530487855
1g6dp577870111325,7597.186483753394
wbalm1c5xce633818,33452.313784114216
1fafp56u27a143975,657.0327168252461
2g1wb57kx91282523,6220.320804511558
1gndv33188d146487,2777.7701807255253
3gnal2ek5ds624027,12786.783051614275
1hgcm826x7a005164,9991.98705148537
5yfbu4ee7cp053023,12208.444506585442
2g1115sl8f9102241,19754.807614915848
waudf98e98a065503,8813.43887541986
ml32a3hj7eh006846,6580.4805248756265
2gnaldek8d1183212,16128.883372789996
jnkcv64e49m605537,14101.456137862187
19uua76588a047648,11294.128093377225
5j6rm3h72cl011903,19824.225239263185
3gnca13b79s625392,3027.583524010208
1g6kd54y35u145627,2903.8763477376033
3g7da03e62s560251,579.2123083011356
1fafp53u04g130722,872.5318271784199
1fahp35n39w193281,4729.211488268611
3c63drgl5cg285646,22643.562131501647
3gcek23m39g283237,16398.770766272788
3fahp0ha8cr420725,9675.077000079138
2cnflcew7a6357776,9675.950463717028
3fa6p0hr8dr337732,13772.640871229394
2hgfg3b50eh520607,15089.150605210794
jthbf5c21d5192649,26781.427587223956
4t1be46k49u807083,7836.957898676282
jn1ca21d5vt858757,1127.912337019603
1hgcp2f46ca060346,10806.640027616271
2t1burhe3ec010360,12418.268315270638
2fabp7bv5ax113795,3664.7679836201914
jn8az1mw0cw200560,16866.396028388353
1n4al2ap5cc186839,14559.559019637629
5tdza3eh4ds041240,23626.95330687581
2hgfg21597h707424,5550.1345042045195
jhlrm4h75cc004670,20639.066662918493
5npeb4ac8dh680075,11385.983462574985
3fa6p0hr5er171882,15904.405288319373
1ftne14w77da27632,4460.963066279659
jtlze4fe7dj031642,9187.953436338745
2d4rn5d16ar459598,9866.124037805632
